truck_id,truck_type,home_origin,default_capacity_tons,driver_rating,on_time_rate,cancel_rate,route_deviation_rate,verified_documents,gps_enabled
T10023,20FT,Mumbai,8.29,4.424285714285714,0.8905714285714286,0.04985714285714286,0.02114285714285714,1,1
T10024,Tata 407,Mumbai,4.49,4.474285714285714,0.8502857142857143,0.08585714285714285,0.03957142857142858,1,1
T10025,LCV,Delhi,2.33,4.515714285714286,0.8494285714285714,0.06728571428571428,0.031,1,1
T10026,20FT,Jaipur,8.48,4.448571428571428,0.8271428571428572,0.04342857142857143,0.027714285714285716,1,1
T10027,17FT,Ahmedabad,6.5,4.298571428571429,0.798,0.042428571428571434,0.05871428571428572,1,1
T10028,17FT,Kolkata,7.28,4.6971428571428575,0.829,0.025285714285714283,0.04028571428571429,1,1
T10029,17FT,Kolkata,7.93,4.474285714285714,0.8861428571428572,0.039,0.022857142857142857,1,1
T10030,20FT,Delhi,9.57,4.444285714285714,0.8545714285714286,0.046142857142857145,0.036,1,1
T10031,32FT,Jaipur,17.23,4.022857142857143,0.87,0.06585714285714286,0.04271428571428571,1,1
T10032,32FT,Jaipur,16.16,4.1414285714285715,0.8798571428571428,0.10642857142857143,0.023571428571428573,1,1
T10033,17FT,Kolkata,7.98,4.491428571428571,0.8321428571428572,0.06028571428571429,0.019,1,1
T10034,Tata 407,Chennai,3.1,4.3585714285714285,0.8854285714285715,0.08271428571428571,0.025857142857142856,1,1
T10035,Tata 407,Bengaluru,3.48,4.255714285714285,0.8751428571428572,0.051,0.046857142857142854,1,1
T10036,20FT,Bengaluru,9.55,4.214285714285714,0.9414285714285714,0.0747142857142857,0.015428571428571429,1,1
T10037,LCV,Hyderabad,2.06,4.401428571428571,0.8198571428571428,0.1052857142857143,0.03785714285714286,1,1
T10038,LCV,Delhi,3.79,3.955714285714286,0.9332857142857144,0.04971428571428571,0.026,1,1
T10039,20FT,Mumbai,9.28,4.644285714285714,0.8869999999999999,0.032428571428571425,0.03642857142857143,1,1
T10040,32FT,Kolkata,17.51,4.395714285714286,0.8907142857142858,0.03828571428571429,0.030428571428571426,1,1
T10041,Tata 407,Hyderabad,4.22,4.268571428571429,0.891,0.045714285714285714,0.023857142857142858,1,1
T10042,Tata 407,Jaipur,4.04,4.624285714285714,0.8597142857142857,0.030428571428571426,0.018714285714285715,1,1
T10043,20FT,Bengaluru,7.29,4.505714285714286,0.9117142857142857,0.04142857142857143,0.03085714285714286,1,0
T10044,Tata 407,Delhi,4.69,4.475714285714285,0.8974285714285715,0.062142857142857146,0.024142857142857143,1,1
T10045,LCV,Ahmedabad,2.25,4.517142857142857,0.8692857142857143,0.05671428571428571,0.040999999999999995,1,1
T10046,17FT,Ahmedabad,5.46,4.315714285714286,0.8384285714285714,0.071,0.029285714285714283,1,1
T10047,20FT,Chennai,8.18,4.22,0.9114285714285714,0.054285714285714284,0.024714285714285716,1,1
T10048,Tata 407,Mumbai,4.9,4.218571428571429,0.8435714285714286,0.06585714285714286,0.04328571428571428,1,1
T10049,Tata 407,Chennai,4.56,4.3,0.8152857142857143,0.032,0.018142857142857145,1,1
T10050,32FT,Jaipur,14.09,4.3342857142857145,0.884,0.06557142857142857,0.015,1,1
T10051,17FT,Delhi,6.37,4.42,0.8338571428571429,0.06657142857142857,0.026,1,1
T10052,Tata 407,Kolkata,3.31,4.457142857142857,0.849,0.07085714285714285,0.017714285714285714,1,1
T10053,40FT,Mumbai,21.62,4.36,0.8648571428571429,0.024142857142857143,0.046714285714285715,1,1
T10054,40FT,Chennai,18.67,4.027142857142858,0.8814285714285715,0.033999999999999996,0.027142857142857142,1,1
T10055,20FT,Bengaluru,9.25,4.308571428571429,0.9104285714285715,0.05085714285714286,0.02442857142857143,1,0
T10056,Tata 407,Jaipur,3.44,4.554285714285714,0.8574285714285714,0.05085714285714286,0.02514285714285714,0,1
T10057,Tata 407,Mumbai,4.13,4.385714285714285,0.9382857142857143,0.061285714285714284,0.06285714285714286,1,1
T10058,17FT,Delhi,5.53,4.637142857142857,0.9332857142857144,0.03957142857142858,0.04128571428571428,1,1
T10059,20FT,Bengaluru,9.99,4.569999999999999,0.8682857142857143,0.049999999999999996,0.03842857142857143,1,1
T10060,20FT,Mumbai,8.08,4.2942857142857145,0.9454285714285715,0.05457142857142857,0.031285714285714285,1,1
T10061,Tata 407,Kolkata,4.13,4.3428571428571425,0.8667142857142858,0.06585714285714286,0.027,1,1
T10062,17FT,Bengaluru,5.02,4.26,0.897,0.06714285714285714,0.04385714285714286,1,1
T10063,20FT,Delhi,9.95,4.142857142857143,0.846,0.052714285714285714,0.019714285714285712,1,1
T10064,17FT,Bengaluru,6.57,4.252857142857143,0.8867142857142857,0.07728571428571429,0.04014285714285714,1,1
T10065,LCV,Bengaluru,3.41,4.335714285714286,0.8894285714285715,0.05,0.02485714285714286,1,1
T10066,LCV,Bengaluru,3.73,4.647142857142858,0.9424285714285715,0.037,0.04371428571428571,1,1
T10067,17FT,Pune,7.79,4.395714285714286,0.8751428571428571,0.04385714285714286,0.030857142857142857,1,1
T10068,32FT,Lucknow,16.47,4.268571428571429,0.9029999999999999,0.04114285714285715,0.013,1,1
T10069,Tata 407,Mumbai,3.21,4.452857142857143,0.8578571428571429,0.08928571428571429,0.03414285714285714,1,0
T10070,20FT,Pune,9.35,4.497142857142857,0.8578571428571429,0.03628571428571429,0.03271428571428571,1,1
T10071,32FT,Delhi,17.58,4.2628571428571425,0.8138571428571428,0.07242857142857143,0.030000000000000002,1,1
T10072,LCV,Bengaluru,2.96,4.535714285714286,0.8711428571428571,0.079,0.03428571428571429,1,1
T10073,32FT,Chennai,17.72,4.305714285714286,0.8458571428571429,0.07585714285714286,0.02642857142857143,1,1
T10074,32FT,Bengaluru,17.39,4.688571428571429,0.8132857142857143,0.03485714285714286,0.03942857142857143,1,1
T10075,Tata 407,Mumbai,4.62,4.401428571428571,0.8944285714285715,0.06571428571428571,0.031857142857142855,1,1
T10076,40FT,Ahmedabad,18.27,4.104285714285714,0.8982857142857144,0.042428571428571434,0.014142857142857143,1,1
T10077,32FT,Jaipur,17.02,4.567142857142857,0.8504285714285714,0.09071428571428572,0.014,1,1
T10078,LCV,Delhi,3.28,4.4157142857142855,0.8488571428571429,0.061,0.017285714285714286,1,1
T10079,32FT,Delhi,17.0,4.335714285714286,0.8295714285714286,0.047714285714285716,0.05457142857142857,1,1
T10080,17FT,Delhi,6.91,4.142857142857143,0.8931428571428571,0.037,0.016285714285714285,1,1
T10081,20FT,Mumbai,8.49,4.1571428571428575,0.8545714285714286,0.04185714285714286,0.023571428571428573,1,1
T10082,20FT,Delhi,9.23,4.49,0.838,0.08542857142857142,0.03414285714285714,1,1
T10083,40FT,Delhi,18.52,4.381428571428571,0.9168571428571429,0.03842857142857143,0.034,1,1
T10084,32FT,Ahmedabad,17.43,4.345714285714285,0.8741428571428571,0.026857142857142857,0.04242857142857143,1,1
T10085,17FT,Delhi,5.26,4.47,0.8474285714285715,0.06785714285714287,0.038142857142857145,1,1
T10086,40FT,Jaipur,21.15,4.062857142857142,0.8508571428571429,0.062,0.026285714285714284,1,1
T10087,20FT,Ahmedabad,9.27,4.275714285714286,0.8548571428571429,0.06628571428571428,0.031,1,1
T10088,40FT,Jaipur,24.34,4.2299999999999995,0.8470000000000001,0.08099999999999999,0.038142857142857145,1,1
T10089,Tata 407,Jaipur,3.35,4.29,0.8837142857142857,0.03271428571428571,0.041,1,1
T10090,Tata 407,Bhubaneswar,4.32,4.335714285714286,0.8064285714285714,0.055142857142857146,0.02085714285714286,1,1
T10091,17FT,Kolkata,6.81,4.444285714285714,0.8630000000000001,0.10471428571428572,0.039714285714285716,0,1
T10092,LCV,Chennai,3.7,4.3100000000000005,0.8295714285714286,0.04685714285714286,0.04371428571428571,0,1
T10093,32FT,Lucknow,14.86,4.227142857142857,0.8961428571428571,0.046714285714285715,0.024,1,1
T10094,20FT,Mumbai,9.53,4.261428571428572,0.888,0.029285714285714286,0.025285714285714283,1,1
T10095,20FT,Mumbai,7.33,4.4714285714285715,0.8312857142857143,0.08485714285714285,0.028285714285714286,1,1
T10096,32FT,Chennai,16.53,4.384285714285714,0.9082857142857143,0.06271428571428571,0.037714285714285714,1,1
T10097,20FT,Pune,9.91,3.9785714285714286,0.8868571428571429,0.09685714285714285,0.033857142857142856,1,1
T10098,17FT,Delhi,7.15,4.355714285714286,0.8488571428571429,0.05928571428571429,0.023,0,0
T10099,17FT,Delhi,5.49,4.5928571428571425,0.8718571428571428,0.06785714285714285,0.030571428571428572,1,1
T10100,LCV,Bengaluru,2.4,4.4471428571428575,0.8574285714285714,0.032,0.033857142857142856,1,1
T10101,20FT,Kolkata,7.1,4.377142857142857,0.8395714285714285,0.046285714285714284,0.030571428571428572,1,1
T10102,Tata 407,Delhi,4.01,4.5128571428571425,0.8982857142857144,0.04228571428571428,0.01557142857142857,1,1
T10103,32FT,Ahmedabad,14.24,4.234285714285714,0.8522857142857143,0.05971428571428572,0.04014285714285714,1,1
T10104,LCV,Bhubaneswar,2.23,4.225714285714285,0.9001428571428571,0.03014285714285714,0.030142857142857145,1,1
T10105,LCV,Delhi,2.64,4.605714285714286,0.8535714285714285,0.05028571428571428,0.032428571428571425,1,0
T10106,32FT,Bhubaneswar,14.23,4.2942857142857145,0.8768571428571429,0.04242857142857143,0.027142857142857142,1,0
T10107,40FT,Mumbai,22.54,4.444285714285714,0.9065714285714286,0.04785714285714286,0.03485714285714286,1,1
T10108,32FT,Ahmedabad,17.8,4.35,0.8768571428571429,0.039714285714285716,0.02642857142857143,1,1
T10109,LCV,Hyderabad,2.13,4.46,0.8752857142857142,0.08714285714285715,0.05728571428571429,1,1
T10110,LCV,Pune,3.46,4.2871428571428565,0.8674285714285714,0.046714285714285715,0.02614285714285714,1,1
T10111,17FT,Kolkata,7.66,4.024285714285715,0.9247142857142857,0.07271428571428572,0.03528571428571429,1,1
T10112,32FT,Kolkata,17.95,4.367142857142857,0.8451428571428572,0.06371428571428571,0.03785714285714286,1,1
T10113,20FT,Lucknow,7.89,4.585714285714286,0.9308571428571428,0.06457142857142857,0.04057142857142858,1,1
T10114,32FT,Delhi,16.53,4.214285714285714,0.8222857142857143,0.045142857142857144,0.026714285714285715,1,1
T10115,20FT,Kolkata,8.76,4.4871428571428575,0.8827142857142858,0.07128571428571429,0.02757142857142857,1,1
T10116,20FT,Ahmedabad,8.1,4.5842857142857145,0.8928571428571429,0.057857142857142864,0.02342857142857143,1,1
T10117,40FT,Ahmedabad,21.65,4.175714285714286,0.952,0.06842857142857142,0.01542857142857143,1,1
T10118,40FT,Mumbai,19.02,4.277142857142858,0.8262857142857143,0.031714285714285716,0.026571428571428572,1,1
T10119,32FT,Mumbai,15.51,4.482857142857143,0.8352857142857143,0.06614285714285714,0.03271428571428572,1,1
T10120,LCV,Kolkata,3.24,4.365714285714286,0.9188571428571429,0.04342857142857143,0.05657142857142857,1,1
T10121,LCV,Ahmedabad,2.39,4.558571428571429,0.8732857142857143,0.047714285714285716,0.029,1,1
T10122,32FT,Pune,14.13,4.274285714285715,0.8548571428571429,0.052,0.037,1,1
T10123,20FT,Bhubaneswar,8.27,4.182857142857143,0.8414285714285714,0.059,0.06085714285714285,1,0
T10124,40FT,Hyderabad,23.11,4.2942857142857145,0.8717142857142858,0.10628571428571429,0.048428571428571425,1,1
T10125,40FT,Delhi,18.49,4.22,0.8538571428571429,0.047142857142857146,0.03214285714285715,1,1
T10126,32FT,Mumbai,15.02,4.154285714285715,0.9075714285714286,0.05257142857142857,0.024285714285714282,1,1
T10127,40FT,Chennai,19.73,4.505714285714285,0.8617142857142858,0.030285714285714284,0.03885714285714286,1,1
T10128,Tata 407,Pune,4.11,4.442857142857143,0.8745714285714286,0.043,0.028,1,1
T10129,40FT,Lucknow,18.57,4.182857142857143,0.876,0.04442857142857143,0.03928571428571429,0,1
T10130,LCV,Mumbai,3.51,4.211428571428571,0.8707142857142857,0.041285714285714294,0.03528571428571429,0,1
T10131,40FT,Hyderabad,22.06,4.0928571428571425,0.8305714285714286,0.071,0.03885714285714286,1,1
T10132,20FT,Delhi,7.85,4.527142857142858,0.8621428571428572,0.031,0.019,1,1
T10133,20FT,Ahmedabad,7.81,4.305714285714286,0.8691428571428571,0.04971428571428571,0.04357142857142857,1,1
T10134,17FT,Ahmedabad,7.24,4.368571428571428,0.8657142857142857,0.05042857142857143,0.03485714285714286,1,0
T10135,LCV,Lucknow,2.32,4.265714285714286,0.8330000000000001,0.04414285714285714,0.040857142857142856,1,1
T10136,LCV,Kolkata,3.99,4.085714285714286,0.8412857142857143,0.064,0.04828571428571428,1,0
T10137,32FT,Bengaluru,14.24,4.6414285714285715,0.8845714285714286,0.055,0.018142857142857145,0,0
T10138,Tata 407,Bengaluru,3.84,4.337142857142857,0.8537142857142858,0.04185714285714286,0.04114285714285715,1,1
T10139,Tata 407,Hyderabad,4.15,4.2214285714285715,0.8797142857142858,0.07414285714285715,0.027571428571428573,1,1
T10140,LCV,Ahmedabad,3.22,4.201428571428571,0.9152857142857143,0.04742857142857143,0.031285714285714285,1,1
T10141,40FT,Mumbai,23.33,4.6657142857142855,0.7817142857142857,0.03157142857142857,0.02842857142857143,1,1
T10142,Tata 407,Ahmedabad,4.97,4.4471428571428575,0.888,0.06142857142857143,0.03342857142857143,1,1
T10143,20FT,Bengaluru,8.49,4.46,0.8692857142857143,0.08614285714285715,0.048571428571428564,1,1
T10144,40FT,Mumbai,20.36,4.147142857142858,0.918,0.07228571428571429,0.028285714285714286,1,1
T10145,LCV,Delhi,2.78,4.255714285714285,0.8562857142857142,0.05928571428571428,0.031857142857142855,1,1
T10146,32FT,Mumbai,15.08,4.28,0.856,0.05042857142857143,0.02557142857142857,1,1
T10147,32FT,Delhi,15.51,4.174285714285714,0.8442857142857143,0.08971428571428572,0.029285714285714286,1,1
T10148,Tata 407,Delhi,4.96,4.188571428571429,0.8825714285714286,0.023714285714285716,0.019,1,1
T10149,17FT,Hyderabad,5.52,4.248571428571429,0.8842857142857143,0.03728571428571429,0.04757142857142858,1,1
T10150,20FT,Mumbai,9.78,4.557142857142857,0.9121428571428571,0.04271428571428571,0.012142857142857141,1,1
T10151,32FT,Chennai,16.71,4.402857142857143,0.8971428571428571,0.04257142857142857,0.04028571428571429,1,0
T10152,17FT,Kolkata,7.41,4.405714285714286,0.8684285714285714,0.06357142857142857,0.028285714285714286,0,1
T10153,32FT,Jaipur,17.81,4.47,0.8998571428571428,0.062285714285714285,0.01442857142857143,1,0
T10154,LCV,Mumbai,2.87,4.172857142857143,0.8827142857142858,0.04785714285714286,0.048999999999999995,1,1
T10155,LCV,Mumbai,3.87,4.288571428571428,0.8667142857142858,0.05357142857142857,0.03585714285714286,1,1
T10156,40FT,Delhi,19.92,4.118571428571428,0.9198571428571428,0.102,0.04257142857142857,1,1
T10157,LCV,Lucknow,2.08,4.458571428571429,0.8524285714285714,0.031142857142857142,0.037714285714285714,1,1
T10158,40FT,Kolkata,19.14,4.331428571428572,0.864,0.05557142857142857,0.03571428571428571,1,1
T10159,LCV,Hyderabad,3.48,4.511428571428572,0.8914285714285715,0.08042857142857142,0.04285714285714286,1,1
T10160,Tata 407,Delhi,3.46,4.1657142857142855,0.9051428571428571,0.06799999999999999,0.03728571428571429,1,1
T10161,Tata 407,Jaipur,3.64,4.482857142857143,0.9171428571428571,0.034428571428571426,0.030571428571428572,0,1
T10162,40FT,Bengaluru,18.14,4.054285714285714,0.8594285714285714,0.05228571428571428,0.027571428571428573,1,0
T10163,40FT,Mumbai,21.95,4.208571428571429,0.9268571428571428,0.029857142857142856,0.033857142857142856,1,0
T10164,20FT,Bengaluru,9.15,4.464285714285714,0.8177142857142857,0.06028571428571429,0.05014285714285714,1,0
T10165,20FT,Chennai,8.3,4.36,0.9334285714285714,0.060714285714285714,0.02214285714285714,1,1
T10166,17FT,Hyderabad,6.44,4.594285714285713,0.8795714285714286,0.06314285714285714,0.052142857142857144,1,1
T10167,40FT,Chennai,21.38,4.477142857142857,0.883,0.05485714285714286,0.023,1,1
T10168,17FT,Delhi,7.34,4.421428571428572,0.8735714285714286,0.044,0.036571428571428574,1,1
T10169,20FT,Ahmedabad,7.98,3.9557142857142855,0.8008571428571428,0.04757142857142856,0.04157142857142857,0,1
T10170,40FT,Mumbai,22.19,4.335714285714286,0.8817142857142857,0.05914285714285714,0.030428571428571426,1,1
T10171,Tata 407,Bhubaneswar,3.41,4.401428571428572,0.9085714285714286,0.046,0.03842857142857143,1,1
T10172,32FT,Ahmedabad,17.51,4.061428571428571,0.8261428571428571,0.064,0.04114285714285714,1,1
T10173,17FT,Jaipur,5.9,4.35,0.8544285714285714,0.07342857142857143,0.030000000000000002,1,1
T10174,32FT,Ahmedabad,17.21,4.485714285714286,0.8737142857142857,0.05557142857142857,0.023857142857142858,1,1
T10175,32FT,Delhi,17.18,4.122857142857143,0.8574285714285714,0.08871428571428572,0.054142857142857145,1,0
T10176,40FT,Mumbai,19.16,4.387142857142857,0.8478571428571428,0.05771428571428572,0.058,1,1
T10177,40FT,Delhi,18.59,4.405714285714286,0.8758571428571429,0.03485714285714286,0.02642857142857143,1,1
T10178,LCV,Bengaluru,2.41,4.405714285714286,0.8668571428571428,0.07157142857142858,0.03314285714285715,1,1
T10179,20FT,Delhi,8.62,4.144285714285714,0.9431428571428572,0.07342857142857143,0.019142857142857145,1,1
T10180,20FT,Lucknow,8.82,4.548571428571429,0.9087142857142857,0.058,0.02442857142857143,1,1
T10181,17FT,Mumbai,7.85,4.25,0.9480000000000001,0.037571428571428575,0.023,1,1
T10182,40FT,Delhi,24.5,4.048571428571429,0.8204285714285715,0.061000000000000006,0.02742857142857143,1,1
T10183,20FT,Lucknow,9.46,4.291428571428571,0.8758571428571429,0.04228571428571428,0.03428571428571429,1,0
T10184,20FT,Chennai,8.53,4.345714285714286,0.8687142857142857,0.03742857142857143,0.018714285714285715,1,1
T10185,40FT,Hyderabad,23.0,4.238571428571428,0.875,0.055714285714285716,0.03542857142857143,1,1
T10186,LCV,Bengaluru,2.4,4.061428571428571,0.8587142857142858,0.04214285714285715,0.06842857142857142,1,1
T10187,17FT,Kolkata,6.02,4.39,0.7858571428571429,0.053285714285714283,0.03985714285714286,1,1
T10188,LCV,Jaipur,3.44,4.204285714285715,0.8744285714285714,0.06928571428571428,0.04142857142857143,1,1
T10189,17FT,Bhubaneswar,7.26,3.912857142857143,0.8314285714285715,0.057571428571428565,0.045142857142857144,0,1
T10190,LCV,Mumbai,3.17,4.204285714285715,0.7964285714285715,0.06471428571428571,0.021857142857142856,1,1
T10191,Tata 407,Delhi,4.08,4.187142857142858,0.8528571428571429,0.045714285714285714,0.036571428571428574,1,1
T10192,40FT,Mumbai,18.67,4.288571428571428,0.9165714285714286,0.04042857142857143,0.031285714285714285,1,1
T10193,LCV,Bengaluru,3.04,4.175714285714285,0.8797142857142858,0.04542857142857143,0.050428571428571434,1,1
T10194,LCV,Delhi,3.38,4.271428571428571,0.8001428571428572,0.031857142857142855,0.027857142857142858,1,0
T10195,17FT,Jaipur,6.61,4.304285714285714,0.9257142857142858,0.05385714285714286,0.04257142857142857,1,1
T10196,LCV,Mumbai,2.99,4.7128571428571435,0.8878571428571428,0.029428571428571425,0.04014285714285715,1,1
T10197,17FT,Delhi,6.35,4.527142857142857,0.8961428571428571,0.05457142857142857,0.020142857142857146,1,1
T10198,32FT,Delhi,17.09,4.285714285714286,0.8804285714285714,0.04842857142857143,0.033428571428571426,1,1
T10199,40FT,Mumbai,18.49,4.404285714285714,0.844,0.048571428571428564,0.04071428571428572,1,0
T10200,40FT,Ahmedabad,20.02,4.024285714285715,0.904,0.04428571428571428,0.04685714285714286,1,1
T10201,20FT,Jaipur,9.06,4.384285714285714,0.8725714285714286,0.06285714285714286,0.045,1,1
T10202,17FT,Mumbai,7.47,4.467142857142857,0.8152857142857143,0.05757142857142857,0.030857142857142857,1,1
T10203,LCV,Bhubaneswar,2.25,4.432857142857143,0.8354285714285714,0.044571428571428574,0.018857142857142857,1,1
T10204,20FT,Mumbai,8.98,4.301428571428572,0.8177142857142857,0.056,0.023,1,1
T10205,Tata 407,Kolkata,3.94,4.235714285714286,0.8844285714285715,0.08914285714285715,0.03842857142857143,1,1
T10206,Tata 407,Bengaluru,3.94,4.127142857142857,0.7841428571428571,0.05885714285714285,0.02914285714285714,1,1
T10207,17FT,Delhi,5.56,4.445714285714286,0.8511428571428572,0.06642857142857143,0.03842857142857143,1,1
T10208,17FT,Bengaluru,6.47,4.087142857142857,0.8974285714285715,0.05114285714285714,0.04271428571428571,1,1
T10209,20FT,Ahmedabad,9.98,4.032857142857143,0.8094285714285715,0.10242857142857142,0.028142857142857143,1,1
T10210,Tata 407,Mumbai,4.07,4.45,0.8247142857142856,0.054,0.015714285714285712,1,1
T10211,Tata 407,Bengaluru,4.18,4.347142857142857,0.8492857142857143,0.06457142857142857,0.03142857142857143,1,0
T10212,32FT,Bengaluru,15.27,4.46,0.934,0.06499999999999999,0.028,1,1
T10213,LCV,Delhi,3.35,4.447142857142857,0.8952857142857142,0.07571428571428572,0.027,1,1
T10214,17FT,Pune,7.55,4.194285714285714,0.8994285714285715,0.04271428571428571,0.028285714285714282,1,0
T10215,Tata 407,Delhi,4.96,4.298571428571429,0.8834285714285715,0.08185714285714285,0.031857142857142855,1,1
T10216,Tata 407,Chennai,3.27,4.491428571428571,0.8392857142857143,0.048571428571428564,0.038571428571428576,1,1
T10217,Tata 407,Mumbai,3.44,4.325714285714286,0.885,0.05,0.03471428571428571,1,1
T10218,LCV,Jaipur,3.37,4.331428571428572,0.926,0.032857142857142856,0.030571428571428572,1,1
T10219,40FT,Chennai,20.44,4.08,0.902,0.049999999999999996,0.03557142857142857,1,1
T10220,LCV,Hyderabad,2.86,4.632857142857143,0.9151428571428571,0.05385714285714286,0.030000000000000002,1,1
T10221,Tata 407,Delhi,4.21,4.534285714285715,0.9081428571428571,0.044,0.04214285714285714,1,0
T10222,40FT,Delhi,18.78,4.411428571428571,0.9452857142857143,0.04699999999999999,0.026714285714285715,1,1
T10223,32FT,Chennai,16.58,4.154285714285714,0.8802857142857142,0.06971428571428571,0.03542857142857143,1,1
T10224,LCV,Hyderabad,2.55,4.32,0.8592857142857142,0.061857142857142854,0.03457142857142857,1,1
T10225,20FT,Kolkata,9.82,4.069999999999999,0.9001428571428571,0.06042857142857143,0.052714285714285714,1,1
T10226,32FT,Bengaluru,15.33,4.3742857142857146,0.8668571428571428,0.06914285714285714,0.03785714285714286,1,1
T10227,LCV,Kolkata,3.9,4.248571428571428,0.8797142857142858,0.04785714285714286,0.026571428571428572,1,1
T10228,20FT,Kolkata,7.67,4.714285714285714,0.8858571428571429,0.07842857142857142,0.032,1,1
T10229,32FT,Pune,16.0,4.425714285714286,0.9219999999999999,0.03214285714285715,0.037714285714285714,1,1
T10230,17FT,Jaipur,5.48,4.3585714285714285,0.876,0.059428571428571435,0.03685714285714286,1,1
T10231,LCV,Ahmedabad,3.19,4.494285714285715,0.8337142857142857,0.05828571428571428,0.04057142857142858,1,1
T10232,17FT,Delhi,5.73,4.405714285714286,0.8554285714285715,0.07557142857142858,0.036571428571428574,1,1
T10233,LCV,Chennai,2.61,4.2700000000000005,0.7912857142857143,0.04757142857142856,0.024428571428571428,1,1
T10234,LCV,Ahmedabad,2.88,4.075714285714286,0.8691428571428571,0.05071428571428571,0.03242857142857143,1,1
T10235,20FT,Mumbai,8.3,4.3742857142857146,0.8622857142857142,0.08457142857142856,0.03242857142857143,1,1
T10236,Tata 407,Bengaluru,4.66,4.332857142857143,0.87,0.08671428571428572,0.03271428571428571,0,1
T10237,17FT,Delhi,5.83,4.29,0.8874285714285713,0.08099999999999999,0.03457142857142857,1,1
T10238,40FT,Mumbai,20.03,4.3028571428571425,0.934142857142857,0.05385714285714286,0.02542857142857143,1,0
T10239,40FT,Bengaluru,19.2,4.1899999999999995,0.9001428571428571,0.050571428571428566,0.01742857142857143,1,1
T10240,Tata 407,Mumbai,3.35,4.267142857142857,0.8485714285714285,0.05228571428571428,0.027,1,1
T10241,LCV,Bengaluru,2.95,4.215714285714286,0.8338571428571429,0.06285714285714286,0.021285714285714286,1,1
T10242,40FT,Pune,18.33,4.291428571428571,0.8554285714285715,0.06771428571428571,0.026714285714285715,1,0
T10243,32FT,Mumbai,17.52,4.357142857142857,0.8225714285714286,0.05442857142857143,0.059428571428571435,1,1
T10244,17FT,Mumbai,6.35,4.1242857142857146,0.8947142857142857,0.06728571428571428,0.021142857142857147,1,1
T10245,20FT,Bengaluru,7.55,4.521428571428571,0.8881428571428572,0.044,0.03257142857142857,0,1
T10246,20FT,Jaipur,8.27,4.092857142857143,0.8792857142857143,0.07985714285714285,0.04528571428571428,1,1
T10247,32FT,Ahmedabad,14.71,4.614285714285714,0.9074285714285715,0.05928571428571428,0.049999999999999996,1,1
T10248,Tata 407,Mumbai,3.19,4.4399999999999995,0.854,0.074,0.015428571428571429,1,1
T10249,20FT,Chennai,9.59,4.055714285714286,0.8765714285714286,0.037714285714285714,0.03928571428571429,1,0
